歌曲,歌手,連結,作詞,作曲,編曲,製作,歌詞全文,cluster_name,emo_joy,emo_sad,emo_calm,emo_angry,emo_fear_anxiety,emo_disgust,cluster
獨居動物,陳奕迅,,吳向飛,Level 28,劉志遠,,大白天睡不著也不想起來不想被人 發現自己 心跳得厲害什麼都 沒有興趣 想一吐為快一不小心 婉轉的事 被我說成直白我不喜歡 拉幫結派被排擠 也沒有什麼 好奇怪我很樂意 心掏出來總有人 認為 我是應該像只犀牛被擋在門外很熱情 很真實 很小心 很無奈別人的圈子 我已不敢再期待我的圈子 不是誰想進來 就可以進來我的心裡 沒有障礙才會抱著一種 玩一玩的心態獨來獨往 什麼感覺說出來 你也不明白還在等待 我還在等待我信仰 我崇拜好就好 壞就是壞自由自在忽然明白 幾乎是一夜之間我忽然明白 這地方只有我在我需要一個出口需要都發洩出來人 越走 越近 越不敢交往憑感覺 憑嗅覺 不敢憑印象孤獨感 像安全帶綁在我的身上我還是 最懷念 我的那一張床不想出門 害怕出門太多的人 喜怒無常這一週七天 下週七天我盼望 天天 都這樣還在等待 我還在等待我信仰 我崇拜好就好 壞就是壞自由自在忽然明白 幾乎是一夜之間我忽然明白 這地方只有我在我需要一個出口需要都發洩出來短短的一夜之間我忽然明白 這地方只有我在我需要一個出口需要全部都發洩出來...還在等待 我還在等待我信仰 我崇拜好就好 壞就是壞自由自在忽然明白 幾乎是一夜之間我忽然明白 這地方只有我在我需要一個出口需要全部都發洩出來...短短的一夜之間我忽然明白 不可能只有我在一定有一個同類也在寂寞的過著禮拜End...,正能量・勵志流行群,0.3085686,0.41123608,0.36725914,0.37233943,0.4462753,0.36996102,5
獨家快樂,卓文萱,,王雅君,范瑋琪,奧斯卡,,把我的摩卡 加上檸檬混合會得到什麼把你的可樂 加上芒果混合會得到什麼愛情是什麼 因為你靠近心跳更快了你是我的 最獨家的快樂你是我的 最甜蜜的負荷你是我的 最微酸的組合你 是專屬我的你是我的 最獨家的快樂你是我的 最勇敢的愛著你是我的 總是被你牽著你的 愛瘋狂的搖滾我的快樂把我的微笑 加上勇氣混合會得到什麼把你的貼心 加上勇氣混合會得到什麼愛情是真的 因為我相信直覺是對的你是我的 最獨家的快樂你是我的 最對味的選擇你是我的 最清朗的笑著你 是專屬我的你是我的 最獨家的快樂你是我的 最幸福的契合你是我的 未來是閃亮的你的 愛瘋狂的搖滾我的快樂我好喜歡 這種快樂永遠永遠 有你陪我唱歌你是我的 最獨家的快樂你是我的 最幸福的契合你是我的 未來是閃亮的你的 愛瘋狂的搖滾我的快樂搖滾我的快樂你是我的 最獨家的快樂你是我的 最勇敢的愛著你是我的 總是被你牽著你的 愛瘋狂的搖滾我的快樂,心碎系・失戀情緒群,0.5622028,0.31767586,0.3841269,0.337587,0.28021693,0.26075658,2
獨家記憶,陳小春,,易家揚,陶昌廷,陳明道,,"忘記分開後的第幾天起
喜歡一個人 看下大雨
沒聯絡 孤單就像連鎖反應
想要快樂都沒力氣
雷雨世界像場災難電影
讓現在的我 可憐到底
對不起 誰也沒有時光機器
已經結束的 沒有商量的餘地
我希望你 是我獨家的記憶
擺在心底
不管別人說的多麼難聽
現在我擁有的事情
是你 是給我一半的愛情
我喜歡你 是我獨家的記憶
誰也不行
從我這個身體中拿走你
在我感情的封鎖區
有關於你 絕口不提 沒問題
雷雨世界像場災難電影
讓現在的我 可憐到底
對不起 誰也沒有時光機器
已經結束的 沒有商量的餘地
我希望你 是我獨家的記憶
擺在心底
不管別人說的多麼難聽
現在我擁有的事情
是你 是給我一半的愛情
我喜歡你 是我獨家的記憶
誰也不行
從我這個身體中拿走你
在我感情的封鎖區
有關於你 絕口不提 沒關係
我喜歡你 是我獨家的記憶
擺在心底
不管別人說的多麼難聽
現在我擁有的事情
是你 是給我一半的愛情
我喜歡你 是我獨家的記憶
誰也不行
從我這個身體中拿走你
在我感情的封鎖區
有關於你 絕口不提 沒限期",暖心抒情・流行情歌群,0.39907843,0.5487491,0.4374056,0.40027246,0.38860995,0.4033955,1
興奮到死的東西,回春丹,,回春丹,回春丹,,,"困在不通透的夜裡
我要和你一起
逃離這裡
沒有訊號燈只有一顆心
你們就算嘲笑我
也要離開這裡
剩我一人在這哭泣
畢竟所有人在這
狂歡不理
沒有訊號燈只有一顆心
你們繼續嘲笑我
也要離開這裡
看見興奮到死的東西
看見興奮到死的東西
看見興奮到死的東西
看見興奮到死的東西
看見興奮到死的東西
看見興奮到死的東西
看見興奮到死的東西
看見興奮到死的東西",心碎系・失戀情緒群,0.506798,0.51606524,0.45058674,0.45909843,0.45331383,0.3849808,2
螢火星球,梓渝,,藍莓爆珠/黎栩晴/甘道夫,齊修遠,黃鈞澤C-Jay/姚御正Zed,黃鈞澤C-Jay,"怎麼了
心情隨著天氣變換都不同
萬里晴空月色很濃
也沒錯
總要拼盡全力活著才自由
偶爾心動偶爾放鬆
想念就和你掛了鉤
有時快樂
有時懵懂偶然失控
夏天把每一次感動
吹成麥田的風
讓我變得不平庸
直到某天
我的色彩繞世界環遊
你的宇宙我的聲音
陪伴著日落
牽著手
將所有情緒照單全收
不用多說
你在我身邊就能同頻心動
像是雨夜的螢火
媲美了整片星空
去讓我閃爍
去愛到盡頭
再相擁
怎麼了
心情隨著天氣變換都不同
萬里晴空月色很濃
也沒錯
總要拼盡全力活著才自由
偶爾心動偶爾放鬆
想念就和你掛了鉤
有時快樂
有時懵懂偶然失控
夏天把每一次感動
吹成麥田的風
讓我變得不平庸
直到某天
我的色彩繞世界環遊
你的宇宙我的聲音
陪伴著日落
牽著手
將所有情緒照單全收
不用多說
你在我身邊就能同頻心動
像是雨夜的螢火
媲美了整片星空
去讓我閃爍
去愛到盡頭
再相擁
到最後
是勇氣打敗了言不由衷
盡在眼中
不需要理由請無畏地相擁
我們是漫天螢火
組成的小小星球
存在的緣由
是伴你左右
牽著手
將所有情緒照單全收
不用多說
你在我身邊就能同頻心動
像是雨夜的螢火
媲美了整片星空
去讓我閃爍
去愛到盡頭
再相擁",能量爆發・搖滾帶感群,0.41399145,0.43256223,0.41295612,0.35299772,0.40239012,0.29677123,4
親害的,柏霖,https://www.kkbox.com/tw/tc/song/Cqjj8tVCUh-7-vX_E8,葛大為,柏霖PoLin/吳以悠/JerryC,JerryC,,剛剛燃燒的汗 一瞬間讓我畏寒 氣氛怎麼轉換 應該起身的難捱 你 冷卻得太見外 付出後的虛弱 是你不懂的寂寞 像斷片的尾奏 心反覆被蛀痛 愛 見好就收 有些健忘 千萬別深究 慾望 再洶湧 到達了以後 都會墜落 親害的 請你不要太愛我 相愛著 夠透徹 才得救 不輕易說 天長地久 你的美會害我 沉溺出錯 親愛的 你不該毫無保留 別承認 愛等於 不自由 動也不動地黏著 多嚴重 當親密的舉動 成為推開的藉口 一回一回陷落 贏不了的對手 愛 易放難收 眼看拉扯 彼此更折磨 慾望 再洶湧 到達了以後 都會墜落 親害的 請你不要太愛我 相愛著 夠透徹 才得救 不輕易說 天長地久 你的美會害我 沉溺出錯 親愛的 你不該毫無保留 別承認 愛等於 不自由 動也不動地黏著 多嚴重 親害的 wu 不輕易說 相互佔有 就讓理智阻止 你想犯錯 親愛的 你為何毫無保留 別否認 愛等於 不自由 若無其事的冷漠 才成熟,暖心抒情・流行情歌群,0.4075268,0.5893936,0.49539188,0.45219857,0.47177842,0.42540795,1
親愛的，那不是愛情,張韶涵,,方文山,周杰倫,於京延,陳俊廷,"教室裡那臺風琴 叮咚叮咚叮嚀
像你告白的聲音 動作一直很輕
微笑看你送完信 轉身離開的背影
喜歡你字跡清秀的關心
那溫熱的牛奶瓶 在我手中握緊
有你在的地方 我總感覺很窩心
日子像旋轉木馬 在腦海裡轉不停
出現那些你對我好的場景
你說過牽了手就算 約定
但親愛的那並不是 愛情
就像來不及許願的 流星
再怎麼美麗也只能是 曾經
太美的承諾因為太 年輕
但親愛的那並不是 愛情
就像是精靈住錯了 森林
那愛情錯得很 透明
那溫熱的牛奶瓶 在我手中握緊
有你在的地方 我總感覺很窩心
日子像旋轉木馬 在腦海裡轉不停
出現那些你對我好的場景
你說過牽了手就算 約定
但親愛的那並不是 愛情
就像來不及許願的 流星
再怎麼美麗也只能是 曾經
太美的承諾因為太 年輕
但親愛的那並不是 愛情
就像是精靈住錯了 森林
那愛情錯得很 透明
太美的承諾因為太 年輕
但親愛的那並不是 愛情
就像是精靈住錯了 森林
那愛情錯得很 透明",心碎系・失戀情緒群,0.47890347,0.43723774,0.42614818,0.4522574,0.3971093,0.40816233,2
親愛的小孩,蘇芮,,楊立德,陳復明,陳志遠,陳復明,"小小的小孩 今天有沒有哭
是否朋友都已經離去 留下了帶不走的孤獨
漂亮的小孩 今天有沒有哭
是否弄髒了美麗的衣服 卻找不到別人傾訴
聰明的小孩 今天有沒有哭
是否遺失了心愛的禮物
在風中尋找 從清晨到日暮
我親愛的小孩
為什麼你不讓我看清楚
是否讓風吹熄了蠟燭
在黑暗中獨自漫步
親愛的小孩
快快擦乾你的淚珠
我願意陪伴你 走上回家的路
親愛的小孩 今天有沒有哭
是否朋友都已經離去 留下了帶不走的孤獨
親愛的小孩 今天有沒有哭
是否遺失了心愛的禮物
在風中尋找 從清晨到日暮
我親愛的小孩
為什麼你不讓我看清楚
是否讓風吹熄了蠟燭
在黑暗中獨自漫步
親愛的小孩
快快擦乾你的淚珠
我願意陪伴你 走上回家的路",心碎系・失戀情緒群,0.36098477,0.44672152,0.39244455,0.3030808,0.2817442,0.26546744,2
親愛的對象,蔡依林,https://www.kkbox.com/tw/tc/song/H-VYXI2aCJ6qwc8XMo,陳學聖 / 葛大為,蔡依林 / 劉家凱,林頡 / 陳君豪 / 劉家凱,,有些事 太固執 也許是 在等你 推翻 解答 多不平常 我 也放棄線索 預設立場 沒對錯 又怎樣 好在我們 從不必說明 什麼關係 都沒關係 很單純 很嚮往 尋找親愛的對象 本質一樣 真的存在 這種感情 依賴沒必要 再小心翼翼 你有接住我的方法 我去哪裡飛翔你都會在場 因為有差異 才能從理解中 感覺 更熟悉 在歲月留下 溫柔回憶 試探 想沿著 時間線的推移 好或壞 都待續 好在我們 從不必說明 什麼關係 都沒關係 很單純 很嚮往 尋找親愛的對象 本質一樣 真的存在 這種感情 依賴沒必要 再小心翼翼 你有接住我的方法 我去哪裡飛翔 而你都會在場 曾為誰受過傷 很缺憾的時光 在消散之前 就用愛原諒 你遺落的願望 我陪你 一起學不會放下 但學會盼望 最後我們 像家人貼近 能給的關心 不只關心 不約定 不勉強 這種親愛的對象 彷彿更理想 對的人可能 成為伴侶 或關於你我 擁有了默契 我有找到你的方法 你去哪裡飛翔 我都會到場 最後我們 像家人貼近 能給的關心 不只關心 不約定 不勉強 這種親愛的對象 彷彿更理想 對的人可能 成為伴侶 或關於你我 擁有了默契 陪伴是 我們擅長 我的生命 少不了你 在場,正能量・勵志流行群,0.24613315,0.44182536,0.36950043,0.31143177,0.39089945,0.31759483,5
親愛的對象,蔡依林,https://www.kkbox.com/tw/tc/song/-owGLDmee7WVLXNyj3,陳學聖 / 葛大為,蔡依林 / 劉家凱,林頡,,有些事 太固執 也許是 在等你 推翻 解答 多不平常 我 也放棄線索 預設立場 沒對錯 又怎樣 好在我們 從不必說明 什麼關係 都沒關係 很單純 很嚮往 尋找親愛的對象 本質一樣 真的存在 這種感情 依賴沒必要 再小心翼翼 你有接住我的方法 我去哪裡飛翔 你都會在場 曾為誰受過傷 很缺憾的時光 在消散之前 就用愛原諒 你遺落的願望 我陪你 一起學不會放下 但學會盼望 最後我們 像家人貼近 能給的關心 不只關心 不約定 不勉強 這種親愛的對象 彷彿更理想 對的人可能 成為伴侶 或關於你我 擁有了默契 我有找到你的方法 你去哪裡飛翔 我都會到場 最後我們 像家人貼近 能給的關心 不只關心 不約定 不勉強 這種親愛的對象 彷彿更理想 對的人可能 成為伴侶 或關於你我 擁有了默契 陪伴是 我們擅長 我的生命 少不了你 在場 因為有差異 才能從理解中 感覺 更熟悉 在歲月留下 溫柔回憶,戀愛甜系・溫柔告白群,0.26918334,0.481732,0.39377263,0.35130006,0.38976276,0.35932794,3
諷刺的情書,田馥甄,https://www.kkbox.com/tw/tc/song/Wn2WdAEzwvj1wtR-Ej,丁世光,丁世光,丁世光 / 程振興,,愛過幾個人 篤定的眼神 差點以為世界多天真 糾纏幾回合 問自己要不要這麼笨 屢次揮霍信任 當夜讓房間失溫 才曉得心要止疼 忘卻要是本能就好了 我執迷的 渴求的 愛綻放的煙火 被熄滅了 冷卻了 是否我還不夠虔誠 讓一個人 活著的 是不自知的溫柔 那糖果盒子打開以後 唯一真相是你不屬於我 從前笑別人 寫言情為生 好成那樣哪裡有可能 寫文字的人 怎麼冷靜寫自己愚蠢 落款是淚痕 當咖啡店也清冷 只能回寓所出神 似乎還有事情要做 我焚燒的 吹散的 是諷刺的情書 將我淹沒的窒息的 是你鎮定的信口開河 讓一個人重生的 是不自知的溫柔 這並不是什麼塞翁的傳說 只是兩個隨風的靈魂錯過 談不上失去什麼 怎能為沒發生的事難過 我們終究要對自己坦誠 我執迷的 渴求的 愛綻放的煙火 被熄滅了 冷卻了 莫非夢得還不夠虔誠 讓一個人 活著的 是不自知的溫柔 那糖果盒子打開以後 唯一真相是你不屬於我 這諷刺的情書 將我淹沒的窒息的 是你諱莫如深的信口開河 讓一個人重生的 是不自知的溫柔 這並不是什麼塞翁的傳說 只是兩個隨風的靈魂錯過 愛過幾個人 篤定的眼神 好像這個世界多天真,暖心抒情・流行情歌群,0.33460212,0.44892704,0.34989864,0.3826012,0.3613795,0.3949306,1
輸情歌,J.Sheon,https://www.kkbox.com/tw/tc/song/SoKONLgs1DbhbrbMq3,J.Sheon,剃刀蔣RAZOR / J.Sheon / 賴暐哲,剃刀蔣RAZOR,,街頭兄弟不只很餓還很浪漫 今晚聽些特別的 It's not about some childish puppy love 這旋律 猜她會愛 非爛梗 芭樂對白 不是那種抒情歌 唱了幾遍愛你愛你 不記得 歌詞幽默帶北爛 結果她說她不喜歡 她想聽那種很好哭的 我說嘻哈 她說不叻 我朝天罵 噢 都是她 這叫我如何是好 我怒了 想聽那種很好哭的 講些關於愛情loser 這整人會 我覺得累 結果我哭了 想當個抒情哥 要多少努力呢 寫些她會愛的抒情歌 饒舌最後還是輸情歌 想當個抒情哥 不是人人都可以的 她最愛的那種抒情歌 怎麼最後居然輸情歌 不然這樣 我加點料 R&B配上綜藝跌倒 她說我瘋了 對我是瘋了 她是不會懂的 憂鬱到想放鞭炮 或學抒情ＭＶ邊哭邊跑 噢 夢該醒了 是時候停了 只怪我為何不是周興哲 她想聽那種很好哭的 我說嘻哈 她說不叻 我朝天罵 噢都是她 這就叫我如何 是好 我怒了 想聽那種很好哭的 講些關於愛情loser 這整人會 我覺得累 結果我哭了 想當個抒情哥 要多少努力呢 寫些她會愛的抒情歌 饒舌最後還是輸情歌 想當個抒情哥 不是人人都可以的 她最愛的那種抒情歌 怎麼最後居然輸情歌,節奏律動・嘻哈舞曲群,0.33295757,0.4030769,0.27885982,0.40731636,0.27338338,0.3806247,0
遺失的心跳,蕭亞軒,,蕭亞軒,Svante Halldin/Emil Tigerlantz/Per Eklund/Awa Manneh,陳星翰/林於賢,K.Y.B,"回憶上了發條
總準時報到
我讓日夜顛倒
因為黑夜太難熬
總以為哭過就好
夢和現實對調
穿越了城市的喧鬧
心跳卻感應不到
夜太深 心跳呢
已經遺失了 不見了
愛上你 心跳呢
慢慢 停止了 不愛了
你緊緊擁抱我入睡
曾經是永恆的畫面
心痛著 你的愛 殘酷的紀念
散落一地擁抱
像是在宣告
不等答案揭曉
我選擇瀟灑走掉
把家重新打掃
用香水味蓋掉
但寂寞像是一場海嘯
心跳被吞噬掉
夜太深 心跳呢
已經 遺失了 不見了
愛上你 心跳呢
慢慢 停止了 不愛了
你緊緊擁抱我入睡
曾經是永恆的畫面
心痛著 你的愛
殘酷的紀念
你的愛已停止心跳
急救也無效
越愛越想逃跑
自由是你唯一想要
Say Goodbye
夜太深 心跳呢
已經 遺失了 不見了
愛上你 心跳呢
慢慢 換誰了 心碎了
就算快樂再也找不到
就算永遠變成了玩笑
我努力 找到我
遺失的心跳",暖心抒情・流行情歌群,0.3314526,0.54357046,0.4013056,0.43225858,0.43410736,0.40760347,1
遺失的美好,張韶涵,https://www.kkbox.com/tw/tc/song/D-Ywo_EGldMimahSYF,姚若龍,阿沁 (F.I.R),吳慶隆,陳偉,"海的思念綿延不絕 終於和天 在地平線交會
愛如果走得夠遠 應該也會跟幸福相見
承諾常常很像蝴蝶 美麗的飛 盤旋然後不見
但我相信你給我的誓言 就像一定會來的春天

我始終帶著你愛的微笑 一路上尋找我遺失的美好
不小心當淚滑過嘴角 就用你握過的手抹掉
再多的風景也從不停靠 只一心尋找我遺失的美好
有的人說不清哪裡好 但就是誰都替代不了

承諾常常很像蝴蝶 美麗的飛 盤旋然後不見
但我相信你給我的誓言 就像一定會來的春天
我始終帶著你愛的微笑 一路上尋找我遺失的美好
不小心當淚滑過嘴角 就用你握過的手抹掉

再多的風景也從不停靠 只一心尋找我遺失的美好
有的人說不清哪裡好 但就是誰都替代不了
在最開始的那一秒 有些事早已經注定要到老
雖然命運愛開玩笑 真心會和真心遇到

我始終帶著你愛的微笑 一路上尋找我遺失的美好
不小心當淚滑過嘴角 就用你握過的手抹掉
再多的風景也從不停靠 只一心尋找我遺失的美好
有的人說不清哪裡好 但就是誰都替代不了",暖心抒情・流行情歌群,0.4495722,0.50578713,0.4145406,0.35983655,0.3360907,0.34681833,1
遺失的靈魂,陳勢安,https://www.kkbox.com/tw/tc/song/OlOKKCooS497ZAliJk,洪健瑞,佳旺,佳旺 / Terence Teo,,我過著 沒你的日常 太浮沉 不打擾 是愛你的認真 我以朋友身份 換一份你幸福 的可能 你和他的永恆 我只是個陪襯 從來不過問 留守這孤城 遺失的靈魂 是離別的延伸 痊癒的過程 我自認沒天分 用愛掩蓋傷痕 我安分過這一生 我不追問 太殘忍 要我忘了你 太殘忍 沒下文 愛你是個單程 我以朋友身份 換一份你幸福 的可能 你和他的永恆 我只是個陪襯 從來不過問 留守這孤城 遺失的靈魂 是離別的延伸 痊癒的過程 我自認沒天分 用愛掩蓋傷痕 我安分過這一生 遺失的靈魂 是離別的延伸 痊癒的過程 我自認沒天分 用愛掩蓋傷痕 我安分過這一生 我不追問,戀愛甜系・溫柔告白群,0.3642177,0.53016376,0.43887097,0.37153774,0.33614665,0.37936866,3
遺書,蔡健雅,https://www.kkbox.com/tw/tc/song/CtN2rcflUSEGaNKAuI,蔡健雅、葛大為,蔡健雅,,,平常不過的夜晚 這是我最後一次給自己交代 確定沒留下任何遺憾 沒有任何的不安跟未知對談 我曾愛過的都愛過了 曾看不開的或許不一定都要釋懷 我也認真過了付出多過獲得 但願他們記得感動的每一刻 把留下的淚水藏不住的心碎 寫成歌給人安慰 我閉上眼睛唱著 感謝這一生沒白費 世界會照樣運轉 只是我已出發在旅程另一段 走在人群中特別孤單 這個錯誤的安排不需要重來 我曾愛過的都愛過了 曾看不開的或許不一定都要釋懷 我也認真過了付出多過獲得 但願他們記得感動的每一刻 把留下的淚水藏不住的心碎 寫成歌給人安慰 我閉上眼睛唱著 感謝這一生沒白費 我會留下什麼 請替我保管就別不捨得 We’re gonna make it through 我是被疼愛的 我會好好的 得到你的祝福怎麼會不想哭 我會去片大海無憂無慮去愛 像塵埃自由自在 在那一片大海告別了感慨 So GoodNight Goodbye,暖心抒情・流行情歌群,0.32655627,0.49581966,0.39302772,0.3369084,0.3148802,0.3083044,1
醒不來的夢,回小仙,https://www.kkbox.com/tw/tc/song/8tUQAfWDsnPsE4aatS,曹陌遷,秦飛瓊,,,你是我觸碰不到的風 醒不來的夢 尋不到的天堂 醫不好的痛 點不著的香菸 鬆不開的手 忘不了的某某某 你是我尋覓不到的風 哭不完的紅 說不出的保重 熬不過的冬 忍不住的歡笑 喝不完的酒 癒合不了的傷口 如果你沒有 進入我生活 把愛全都對我說 我也就不會 在你的懷中 以為愛情可以永恆 如果你沒有 徹底忘了我 偶爾也會想起我 那麼我的心 就隨你折磨 拋棄一切隨你放縱 你是我觸碰不到的風 醒不來的夢 尋不到的天堂 醫不好的痛 點不著的香菸 鬆不開的手 忘不了的某某某 你是我尋覓不到的風 哭不完的紅 說不出的保重 熬不過的冬 忍不住的歡笑 喝不完的酒 癒合不了的傷口 如果你沒有 徹底忘了我 偶爾也會想起我 那麼我的心 就隨你折磨 拋棄一切隨你放縱 你是我觸碰不到的風 醒不來的夢 尋不到的天堂 醫不好的痛 點不著的香菸 鬆不開的手 忘不了的某某某 你是我尋覓不到的風 哭不完的紅 說不出的保重 熬不過的冬 忍不住的歡笑 喝不完的酒 癒合不了的傷口 你是我觸碰不到的風 醒不來的夢 尋不到的天堂 醫不好的痛 點不著的香菸 鬆不開的手 忘不了的某某某 你是我尋覓不到的風 哭不完的紅 說不出的保重 熬不過的冬 忍不住的歡笑 喝不完的酒 癒合不了的傷口 多痛,心碎系・失戀情緒群,0.39200854,0.5178955,0.4248895,0.39903915,0.38100523,0.38566083,2
鋼琴鍵,戴佩妮,,戴佩妮,戴佩妮,,,我躲在這一坪多的小空間彈著那熟悉又簡單的和絃第一聲是你安撫我第二聲是你敲醒我第三聲你看穿我赤裸裸雖然你早知道他不在身邊醒來找不到他我每天都演一遍為什麼故意作弄我允許他繼續打擾我直到有天我累了卻逼我只能躺在你懷中黑說回不去就別說再見白說得不到就別練習懷念我有多少時間就用多少時間用盡黑白線把他連成紀念黑說揮不去也別說抱歉白說找不到就該停止糾結反正沒人會發現坦白變得好安全眼淚只有我的鋼琴鍵聽得見越多聯想就越多符號越是好奇就越是煎熬過去的細節就請你負責讓它停靠未完的故事有誰能預料你若嫌麻煩拜託也要一句一句把它記好黑說揮不去也別說抱歉白說找不到就該停止糾結反正沒人會發現坦白變得好安全眼淚只有我的鋼琴鍵聽得見聽得見,正能量・勵志流行群,0.24875572,0.41313457,0.42339778,0.41771573,0.39996916,0.38814214,5
錯的人,蕭亞軒,,吳克群,吳克群,周恆毅,,"明知道愛情並不牢靠
但是我還是拼命往裡跳
明知道再走可能是監牢
但是我還是相信只是煎熬
朋友都勸我不要不要
不要拿自己的幸福開玩笑
但是做人已經那麼累
假惺惺的想要逃
在愛裡連真心都不能給
這才真正的可笑
愛得太真 太容易 讓自己犧牲
太容易讓自己沉淪
太容易 不顧一切 滿是傷痕
我太笨 明知道你是錯的人
明知道這不是緣分
但是我還奮不顧身
明知道愛情並不牢靠
但是我還是拼命往裡跳
明知道再走可能是監牢
但是我還是相信只是煎熬
朋友都勸我不要不要
不要拿自己的幸福開玩笑
但是做人已經那麼累
假惺惺的想要逃
在愛裡連真心都不能給
這才真的真正可笑
愛得太真 太容易 讓自己犧牲
太容易讓自己沉淪
太容易 不顧一切 滿是傷痕
我太笨 明知道你是錯的人
明知道這不是緣分
但是我還奮不顧身
可能 在愛裡面這樣算笨
可能 永遠沒有所謂永恆
但是我 不願放棄這裡面一點點可能
寧願笨也不想要悔恨
愛得太真 太容易 讓自己犧牲
太容易讓自己沉淪
太容易 不顧一切 滿是傷痕
我太笨 明知道你是錯的人
明知道這不是緣分
但我還是奮不顧身
我太笨 明知道你是錯的人
明知道這不是緣分
但我相信有點可能",戀愛甜系・溫柔告白群,0.33626842,0.45376465,0.31199116,0.3389022,0.28902775,0.33775845,3
錯過的煙火,周杰倫,https://www.kkbox.com/tw/tc/song/GoUfVoeQV7_OeCWU4i,方文山,周杰倫,,,明信片的郵戳 就當紀念過往的生活 那夕陽像野火 在地平線遠方燃燒著 執著 懦弱 其實都是一部分的我 而妳卻說我不夠灑脫 或許該放手 一路上我開著車 迎風橫越了沙丘 偏僻的山路我走 望著峽谷的天空 還有什麽 還 還有還有什麽 風景還沒寫 還沒寫成小說 風呼嘯而過 卻沒有帶走寂寞 這條路沒有盡頭 我還是會繼續走 許下的承諾 或許在多年以後 我還在漂泊 妳是錯過的煙火 等風沙過後 才知道失去什麽 世界太遼闊 將妳的消息淹沒 空曠的沙漠 只剩下回憶經過 屬於誰的自由 明信片的郵戳 就當紀念過往的生活 那夕陽像野火 在地平線遠方燃燒著 執著 懦弱 其實都是一部分的我 而妳卻說我不夠灑脫 或許該放手 一路上我開著車 迎風橫越了沙丘 偏僻的山路我走 望著峽谷的天空 還有什麽 還 還有還有什麽 風景還沒寫 還沒寫成小說 風呼嘯而過 卻沒有帶走寂寞 這條路沒有盡頭 我還是會繼續走 許下的承諾 或許在多年以後 我還在漂泊 妳是錯過的煙火 等風沙過後 才知道失去什麽 世界太遼闊 將妳的消息淹沒 空曠的沙漠 只剩下回憶經過 屬於誰的自由 我還在漂泊 妳是錯過的煙火 等風沙過後 才知道失去什麽 世界太遼闊 將妳的消息淹沒 空曠的沙漠 只剩下回憶經過 屬於誰的自由,能量爆發・搖滾帶感群,0.33511066,0.48192084,0.37463266,0.41487145,0.35631388,0.38245726,4
隨意,郭靜,,林蔚利,李志清,,,"點了一杯焦糖馬奇朵
輕輕喝掉愛心的泡沫
在人流不多  小型咖啡座
舉起相機隨意的動作
留住自然生活的經過
讓照片說話  像翻閱小說
愛晃動  人晃動
憂鬱的臉孔
變藍天  變白雲
多變化無窮
拍感動  拍笑容
我框住憂愁
底片下  讓它無法  發揮作用
點了一杯焦糖瑪奇朵
輕輕喝掉愛心的泡沫
在人流不多  小型咖啡座
高  尚  揮  霍
舉起相機隨意的動作
記  下  生  活
看風格說話  豐富的小說
愛晃動  人晃動
憂鬱的臉孔
變藍天  變白雲
多變化無窮
拍感動  拍笑容
我框住憂愁
底片下  讓它無法  發揮作用
愛晃動  人晃動
憂鬱的臉孔
變藍天  變白雲
多變化無窮
拍感動  拍笑容
我框住憂愁
底片下  讓它無法  發揮作用",能量爆發・搖滾帶感群,0.49303105,0.54447865,0.5139669,0.50935626,0.48601714,0.4574008,4
頭號玩家 NO.1 Player,張哲瀚,https://www.kkbox.com/tw/tc/song/0pJ8NvaFMinpU5uFfj,張哲瀚、阿爾不思,張哲瀚、星期三,,,喂 喂 Wake Up 這都幾點 太陽曬到 屁股啦 來 來 Light Up 換件衣裳 皮鞋擦擦 就出發 Jump Jump To The Sky 跳起來 升級闖關 打個怪 Run Run We Just Try 好與壞 競技場上 我主宰 找到沒 城堡鑰匙藏在哪 還缺一把 天一黑 今夜狼人是誰 演技派對壘 荒漠雪地 雨林或海底 指尖燃起 舞步心跳旋律 尋覓尋覓找金幣 不著急 換個裝要緊 漂移漂移加馬力 方向盤 握在我手裡 啦啦啦啦啦啦啦 啦啦啦 啦啦啦啦啦 啦啦啦啦啦啦啦 啦啦啦 啦啦啦啦啦 喂 喂 Wake Up 這才幾點 怎麽就要 睡著啦 來 來 Light Up 墨鏡一戴 燈光一開 誰都不愛 Jump Jump To The Sky 跟節拍 活動脚踝 瘋起來 Run Run We Just Try 不停下 活力全開 就現在 煩惱煩惱丟一旁 看不慣 又拿我怎樣 來吧來吧別緊張 大不了 從頭來一場 啦啦啦啦啦啦啦 啦啦啦 啦啦啦啦啦 啦啦啦啦啦啦啦 啦啦啦 啦啦啦啦啦 喂 喂 Wake Up 這才幾點 怎麽就要 睡著啦 來 來 Light Up 墨鏡一戴 燈光一開 誰都不愛 Jump Jump To The Sky 別坐下 一起搖擺 恰恰恰 Run Run We Just Try 到天亮 徹底瘋狂 活一場 Jump Jump To The Sky 別坐下 一起搖擺 恰恰恰 Run Run We Just Try 到天亮 徹底瘋狂 活一場 恰恰恰恰恰,節奏律動・嘻哈舞曲群,0.40407264,0.37747616,0.3834458,0.4308163,0.38998425,0.35047656,0
